Date,SPY,AAPL,MSFT,AMZN,TSLA,GOOGL,GOOG,META,NVDA,BRK-B,JPM,JNJ,UNH,HD,PG,V,BAC,MA,PFE,XOM,DIS,CSCO,AVGO,ADBE,CVX,PEP,TMO,KO,ABBV,CMCSA,NFLX,ABT,ACN,COST,CRM,INTC,WFC,VZ,PYPL,WMT,QCOM,MRK,LLY,MCD,T,NKE,DHR,LOW,LIN,TXN,NEE,AMD,UNP,PM,INTU,UPS,HON,MS,MDT,BMY,AMAT,ORCL,SCHW,CVS,RTX,C,GS,AMGN,BLK,BA,CAT,IBM,SBUX,AMT,PLD,GE,ISRG,COP,TGT,AXP,DE,MU,SPGI,MMM,NOW,BKNG,F,ADP,ZTS,LRCX,PNC,MDLZ,MO,ADI,GILD,LMT,SYK,GM,TFC,TJX
2022-02-14 00:00:00,432.0113220214844,167.86314392089844,292.261474609375,155.16700744628906,291.9200134277344,135.5260009765625,135.3000030517578,217.6999969482422,242.44329833984375,314.2799987792969,147.61988830566406,161.3604736328125,468.40130615234375,342.93231201171875,152.81004333496094,223.57420349121094,46.34098815917969,371.86517333984375,48.15816116333008,76.80856323242188,150.85000610351562,51.45427322387695,560.5518798828125,474.010009765625,131.91807556152344,162.35618591308594,559.9525756835938,58.93634796142578,137.75625610351562,46.04713439941406,396.57000732421875,120.63343811035156,321.2607421875,503.0802307128906,206.39999389648438,45.55712890625,56.41664123535156,50.322715759277344,114.12000274658203,131.87698364257812,161.63949584960938,74.08838653564453,232.49215698242188,247.83926391601562,17.115585327148438,140.0849151611328,270.47149658203125,221.41778564453125,289.0534973144531,157.92324829101562,73.35525512695312,114.2699966430664,237.1466064453125,103.62633514404297,525.3916015625,207.13499450683594,182.9065399169922,98.97553253173828,99.24455261230469,64.85227966308594,130.64859008789062,77.6008071899414,86.68479919433594,100.57054901123047,91.42835235595703,63.76593017578125,350.9800720214844,219.26724243164062,739.2540893554688,210.0399932861328,195.31536865234375,123.97113037109375,91.48137664794922,228.2980499267578,141.7078094482422,75.08649444580078,281.1400146484375,87.60987854003906,204.24818420410156,189.7061767578125,382.5360412597656,89.17052459716797,378.0210266113281,151.582763671875,579.5800170898438,2545.659912109375,15.987771034240723,198.2071075439453,194.8546142578125,550.40625,197.2631072998047,64.59257507324219,46.290191650390625,151.11878967285156,58.443172454833984,377.06866455078125,247.3240203857422,48.18259811401367,60.352272033691406,66.78950500488281
2022-02-15 00:00:00,438.97833251953125,171.74957275390625,297.6806640625,156.510498046875,307.4766540527344,136.60850524902344,136.42550659179688,221.0,264.7024841308594,316.20001220703125,149.77865600585938,163.02670288085938,472.18292236328125,344.590576171875,152.88803100585938,226.03477478027344,46.70256805419922,379.1999206542969,48.148494720458984,75.84577941894531,154.72000122070312,52.5088996887207,583.9881591796875,479.5,130.95245361328125,161.6354522705078,555.4425659179688,59.15974044799805,139.45172119140625,46.67858123779297,407.4599914550781,121.81246185302734,324.49176025390625,510.3896484375,214.25,46.38056564331055,56.933509826660156,50.407737731933594,115.45999908447266,132.2904815673828,169.34312438964844,75.38665008544922,241.55645751953125,248.25006103515625,17.32196807861328,144.0325164794922,268.0506896972656,223.52467346191406,297.316162109375,161.51971435546875,73.52171325683594,121.47000122070312,243.76580810546875,104.03424072265625,524.1304321289062,210.30023193359375,185.68898010253906,99.80538177490234,100.79662322998047,65.78414154052734,138.5552520751953,78.40679168701172,88.56195831298828,100.54125213623047,91.8875961303711,64.28404235839844,354.58502197265625,218.94461059570312,759.5558471679688,217.72999572753906,198.75482177734375,123.7711181640625,92.32144927978516,227.42108154296875,141.98080444335938,78.44439697265625,289.30999755859375,85.82035064697266,203.76625061035156,195.2587890625,388.60113525390625,95.26341247558594,382.6480712890625,150.94000244140625,591.6599731445312,2635.159912109375,16.555492401123047,200.2090301513672,196.17393493652344,585.4765014648438,199.78952026367188,64.32889556884766,46.502742767333984,159.02902221679688,58.65357208251953,372.440185546875,255.49082946777344,49.44689178466797,62.076629638671875,67.67361450195312
2022-02-16 00:00:00,439.4703369140625,171.5110321044922,297.33319091796875,158.10049438476562,307.7966613769531,137.73800659179688,137.4875030517578,216.5399932861328,264.8623046875,315.6499938964844,150.04971313476562,162.9292755126953,473.9798583984375,341.49835205078125,154.04820251464844,227.02691650390625,46.595069885253906,380.58135986328125,48.042118072509766,76.19587707519531,156.35000610351562,52.48954772949219,578.6014404296875,477.70001220703125,130.99148559570312,161.96661376953125,549.136474609375,59.150028228759766,140.5210418701172,46.71744155883789,398.0799865722656,121.51770782470703,328.7374267578125,508.880126953125,211.74000549316406,46.17949295043945,56.69945526123047,50.445526123046875,110.54000091552734,131.46348571777344,168.95159912109375,74.81502532958984,243.28016662597656,247.54583740234375,17.037302017211914,144.93283081054688,266.67596435546875,222.45651245117188,299.2168273925781,163.53176879882812,73.6587905883789,117.69000244140625,248.15576171875,105.83660888671875,524.4979248046875,208.41270446777344,185.22850036621094,97.60529327392578,100.05938720703125,65.61912536621094,139.66497802734375,77.83671569824219,88.25569152832031,101.4883804321289,92.58133697509766,64.23606872558594,350.7949523925781,217.69317626953125,761.7240600585938,218.92999267578125,198.97952270507812,123.04718017578125,92.97593688964844,226.38818359375,140.7718048095703,78.82527160644531,291.1400146484375,86.3275375366211,204.38584899902344,195.65328979492188,385.7957763671875,95.32295227050781,383.81976318359375,149.299560546875,590.8900146484375,2703.260009765625,16.49139404296875,200.42491149902344,193.52536010742188,583.1594848632812,201.13951110839844,64.17263793945312,46.77074432373047,165.2119598388672,59.19869613647461,377.0004577636719,256.3499755859375,50.20347595214844,61.99040985107422,65.91521453857422
2022-02-17 00:00:00,430.0826416015625,167.86314392089844,288.6266784667969,154.65249633789062,292.1166687011719,132.53900146484375,132.30850219726562,207.7100067138672,244.841064453125,313.54998779296875,146.59373474121094,161.9353790283203,464.3926696777344,339.401123046875,155.8128204345703,222.8498992919922,45.02170944213867,371.40802001953125,47.287837982177734,76.07919311523438,152.9499969482422,53.96022415161133,560.9588012695312,457.7099914550781,130.3184814453125,162.40487670898438,539.3480224609375,60.33496856689453,139.65402221679688,45.435115814208984,386.6700134277344,118.47190856933594,318.0888366699219,511.47216796875,200.02999877929688,45.54755783081055,54.758766174316406,50.61556625366211,105.19999694824219,136.73069763183594,163.27420043945312,73.9818115234375,238.7133331298828,245.4331512451172,16.909202575683594,141.2820587158203,268.24993896484375,219.30111694335938,294.4305725097656,160.042236328125,73.80565643310547,112.37000274658203,245.3986053466797,106.14965057373047,492.7489013671875,203.96005249023438,180.84910583496094,92.78050994873047,98.65283203125,65.415283203125,135.2162322998047,74.2392578125,84.98548126220703,99.88704681396484,92.20025634765625,62.086875915527344,340.08746337890625,216.73500061035156,741.383544921875,213.5800018310547,190.28323364257812,119.03705596923828,90.895263671875,222.82179260253906,139.69931030273438,76.53225708007812,284.0799865722656,87.23664855957031,200.63865661621094,193.02000427246094,375.88812255859375,93.0108413696289,378.79547119140625,143.9722900390625,565.75,2623.949951171875,16.061025619506836,196.7155303955078,191.52157592773438,572.4520874023438,194.10989379882812,64.51445007324219,47.47309112548828,157.44894409179688,58.615318298339844,378.82257080078125,248.43991088867188,48.6007080078125,59.921180725097656,64.01929473876953
2022-02-18 00:00:00,427.2978515625,166.2926483154297,285.8468933105469,152.60150146484375,285.6600036621094,130.4029998779297,130.46749877929688,206.16000366210938,236.19912719726562,314.79998779296875,147.2810516357422,160.19961547851562,461.8946228027344,338.3573913574219,155.89080810546875,220.94496154785156,44.91421127319336,367.68096923828125,46.93003463745117,75.23310852050781,151.36000061035156,55.35349655151367,561.91796875,442.55999755859375,130.13314819335938,163.33987426757812,535.9556884765625,60.74290466308594,138.74850463867188,45.3088264465332,391.2900085449219,114.74816131591797,316.3846435546875,509.14825439453125,196.83999633789062,43.1251220703125,54.25164794921875,50.85173416137695,103.6500015258789,135.85446166992188,164.096435546875,73.99150085449219,238.05950927734375,245.11038208007812,16.987483978271484,141.43045043945312,265.9188232421875,218.22315979003906,298.26153564453125,162.07374572753906,72.60134887695312,113.83000183105469,245.59414672851562,105.87454986572266,477.87249755859375,204.1258087158203,178.43893432617188,92.07608795166016,97.56639099121094,65.57059478759766,132.12490844726562,73.29566192626953,84.5804214477539,99.72106170654297,91.23291778564453,61.539981842041016,337.1451416015625,215.84532165527344,735.0828857421875,209.02999877929688,187.55706787109375,118.44649505615234,91.17854309082031,222.59767150878906,138.987548828125,72.04727935791016,280.7799987792969,85.77249908447266,201.02223205566406,192.201416015625,364.5975341796875,90.10330963134766,375.99542236328125,142.98431396484375,556.010009765625,2616.409912109375,16.51886749267578,196.70571899414062,189.78561401367188,561.9812622070312,193.98452758789062,64.45584106445312,47.815025329589844,157.38023376464844,58.38578796386719,376.5716857910156,245.0428466796875,48.38169479370117,59.70085144042969,64.98199462890625
2022-02-22 00:00:00,422.71221923828125,163.33059692382812,285.6384582519531,150.19749450683594,273.84332275390625,129.81350708007812,129.40249633789062,202.0800018310547,233.6814727783203,314.1600036621094,147.01968383789062,158.02256774902344,456.66168212890625,308.41082763671875,153.97018432617188,219.58570861816406,44.5233154296875,366.0311279296875,45.96299743652344,74.35784912109375,148.08999633789062,54.473026275634766,559.4668579101562,438.3999938964844,129.13827514648438,163.96319580078125,528.7215576171875,60.4903678894043,140.22239685058594,45.600257873535156,377.3800048828125,115.45557403564453,316.315673828125,498.7303466796875,195.1300048828125,42.78999710083008,53.910316467285156,50.91786193847656,103.16999816894531,134.33828735351562,162.38340759277344,73.58457946777344,236.8905487060547,247.1643829345703,16.902084350585938,136.7210693359375,265.171630859375,210.28564453125,289.1322937011719,162.025146484375,72.23907470703125,115.6500015258789,240.78375244140625,103.00973510742188,479.9083251953125,203.74557495117188,178.8602294921875,91.4295654296875,100.61231994628906,65.47351837158203,129.29598999023438,72.85336303710938,83.55292510986328,99.5160140991211,91.39904022216797,61.30010986328125,335.4206237792969,216.47103881835938,724.8347778320312,198.74000549316406,186.83401489257812,118.03690338134766,90.95386505126953,222.52944946289062,138.81202697753906,73.18212127685547,284.0,84.04997253417969,193.11471557617188,189.79495239257812,349.46441650390625,89.87507629394531,377.56427001953125,142.14163208007812,550.1500244140625,2518.219970703125,15.832106590270996,196.16598510742188,188.57537841796875,551.8555908203125,195.82630920410156,64.91485595703125,47.389915466308594,157.8905792236328,58.318843841552734,376.3183288574219,247.08702087402344,46.55991744995117,59.566734313964844,64.09788513183594
2022-02-23 00:00:00,415.2138671875,159.106201171875,278.2423400878906,144.82699584960938,254.67999267578125,127.58799743652344,127.58499908447266,198.4499969482422,223.6608428955078,309.989990234375,143.94125366210938,158.10101318359375,453.8081970214844,300.8802490234375,152.04959106445312,214.2577667236328,43.76106262207031,359.01446533203125,45.32475662231445,74.65931701660156,145.8699951171875,52.673377990722656,547.5791625976562,429.45001220703125,132.21067810058594,162.34645080566406,527.4144897460938,59.82019805908203,141.37838745117188,43.8419189453125,367.4599914550781,115.20012664794922,308.484375,491.85784912109375,190.5399932861328,42.75170135498047,52.61327362060547,50.4549674987793,100.72000122070312,132.95994567871094,158.2036590576172,73.47801208496094,236.0782470703125,242.3619384765625,16.73128318786621,135.37551879882812,261.39599609375,210.77561950683594,286.6702575683594,161.00453186035156,70.8095703125,109.76000213623047,239.3660430908203,103.00973510742188,463.77069091796875,199.36781311035156,175.3332061767578,90.27162170410156,99.94298553466797,65.93946075439453,126.91374206542969,71.23155212402344,81.5572280883789,99.8284683227539,90.12879180908203,60.65727996826172,332.4197998046875,216.0701904296875,712.2045288085938,196.4199981689453,182.39791870117188,116.27472686767578,87.5739974975586,221.6329803466797,137.2422637939453,72.01618957519531,276.5,84.4327621459961,186.7709503173828,186.3529052734375,333.4027404785156,86.64009094238281,370.73284912109375,139.8460693359375,524.7000122070312,2469.830078125,15.52077579498291,192.6234130859375,185.55975341796875,534.7691040039062,191.90167236328125,64.72929382324219,48.009090423583984,153.5821533203125,58.67269515991211,378.94927978515625,250.45445251464844,46.171669006347656,58.05314254760742,61.39643859863281
2022-02-24 00:00:00,421.46246337890625,161.76010131835938,292.4587097167969,151.35800170898438,266.92333984375,132.6909942626953,132.67349243164062,207.60000610351562,237.25814819335938,308.2799987792969,139.9334716796875,155.08059692382812,450.1253662109375,305.55267333984375,147.95489501953125,215.59718322753906,42.60791015625,367.114501953125,44.44476318359375,73.71600341796875,149.39999389648438,52.95397186279297,561.9276123046875,463.82000732421875,131.52792358398438,159.52200317382812,538.9789428710938,58.77123260498047,139.9430389404297,44.69680404663086,390.0299987792969,116.64442443847656,311.449462890625,502.1069641113281,204.2899932861328,44.73369598388672,51.40399932861328,49.68033981323242,105.0199966430664,132.44801330566406,164.4292449951172,71.22057342529297,240.80355834960938,239.6623992919922,16.53201675415039,135.7119140625,270.53131103515625,209.1293182373047,280.9189147949219,164.843994140625,73.8644027709961,116.61000061035156,236.6968536376953,97.50779724121094,493.6923522949219,202.01007080078125,179.6283416748047,88.59260559082031,100.23400115966797,65.13378143310547,132.43260192871094,73.53156280517578,81.28057861328125,98.39314270019531,92.60479736328125,58.210636138916016,331.4454650878906,214.37876892089844,711.52392578125,198.42999267578125,180.46322631835938,116.17948150634766,88.90249633789062,225.82302856445312,139.74806213378906,71.9306869506836,288.3800048828125,83.95428466796875,188.39378356933594,185.7611541748047,338.5788879394531,88.14842987060547,378.984130859375,139.1874237060547,573.9500122070312,2295.0,15.703909873962402,196.48001098632812,189.4185791015625,554.97119140625,188.62313842773438,63.13744354248047,45.80963897705078,157.58615112304688,57.964988708496094,385.58502197265625,254.48355102539062,46.14180374145508,56.7215576171875,63.54777145385742
2022-02-25 00:00:00,430.7615966796875,163.85740661621094,295.1590881347656,153.7884979248047,269.9566650390625,134.45950317382812,134.51950073242188,210.47999572753906,241.34432983398438,319.239990234375,143.24423217773438,162.78854370117188,469.7342224121094,308.8790588378906,154.27243041992188,217.55174255371094,43.99559783935547,366.82623291015625,46.14673614501953,75.69990539550781,149.52999877929688,54.22146224975586,569.68798828125,465.5400085449219,136.9217071533203,163.99241638183594,548.6176147460938,61.04399108886719,144.05642700195312,45.7265510559082,390.79998779296875,120.2699203491211,317.6947937011719,513.9351806640625,208.08999633789062,45.68160629272461,52.769309997558594,51.12568283081055,110.94000244140625,134.26937866210938,167.31687927246094,73.94305419921875,248.5008087158203,243.98556518554688,17.015949249267578,137.32460021972656,278.192138671875,214.7835693359375,292.97308349609375,166.0395965576172,75.54847717285156,121.05999755859375,242.10067749023438,99.83189392089844,483.8111572265625,204.7010498046875,185.75584411621094,91.23657989501953,102.66879272460938,66.78396606445312,134.715576171875,75.04524230957031,84.71873474121094,101.83988952636719,96.40724182128906,59.46753692626953,341.1202392578125,221.96568298339844,730.0755004882812,201.47999572753906,182.7789764404297,118.2845687866211,90.43614196777344,227.68418884277344,144.74009704589844,74.90771484375,293.510009765625,87.34191131591797,195.93740844726562,191.0474853515625,342.74737548828125,89.40867614746094,378.19976806640625,145.78355407714844,580.22998046875,2281.4599609375,16.32657241821289,200.5426788330078,193.1484375,565.1461791992188,195.4309539794922,65.19808197021484,47.574745178222656,159.88401794433594,58.45273208618164,399.012451171875,262.4725646972656,47.21695327758789,60.32353591918945,65.60086822509766
2022-02-28 00:00:00,429.6595153808594,164.1257781982422,296.62835693359375,153.56300354003906,290.1433410644531,135.0570068359375,134.89100646972656,211.02999877929688,243.6221923828125,321.45001220703125,137.27130126953125,161.38619995117188,469.85272216796875,308.07916259765625,151.98135375976562,214.4264373779297,43.19425582885742,358.6070251464844,45.39244842529297,76.26396179199219,148.4600067138672,53.96022415161133,569.1358032226562,467.67999267578125,140.4525146484375,159.4733123779297,542.800537109375,60.4515266418457,142.35137939453125,45.42539596557617,394.5199890136719,118.51119995117188,311.3016662597656,515.6830444335938,210.52999877929688,45.67203140258789,52.047637939453125,50.700584411621094,111.93000030517578,133.06825256347656,168.3544921875,74.19495391845703,247.60922241210938,240.73989868164062,16.859384536743164,135.0985107421875,273.3704833984375,216.62588500976562,288.7875671386719,165.23280334472656,77.05973815917969,123.33999633789062,241.6487274169922,95.87619018554688,471.0897216796875,205.15931701660156,186.92816162109375,87.56009674072266,101.8442611694336,66.65777587890625,133.2068328857422,74.67173767089844,83.44425201416016,101.20521545410156,100.90729522705078,56.82901382446289,332.5172119140625,221.4279327392578,723.2889404296875,205.33999633789062,183.28707885742188,116.69385528564453,89.66443634033203,221.06781005859375,142.20509338378906,74.23924255371094,290.3299865722656,90.77740478515625,196.4783477783203,191.86607360839844,355.6282958984375,88.17819213867188,373.04638671875,143.9819793701172,579.9199829101562,2172.25,16.0793399810791,200.62118530273438,192.096923828125,553.462646484375,192.1331024169922,63.948020935058594,47.39916229248047,158.07925415039062,57.764156341552734,425.61065673828125,260.06304931640625,46.5101432800293,59.60505676269531,64.93287658691406
