Date,SPY,AAPL,MSFT,AMZN,TSLA,GOOGL,GOOG,META,NVDA,BRK-B,JPM,JNJ,UNH,HD,PG,V,BAC,MA,PFE,XOM,DIS,CSCO,AVGO,ADBE,CVX,PEP,TMO,KO,ABBV,CMCSA,NFLX,ABT,ACN,COST,CRM,INTC,WFC,VZ,PYPL,WMT,QCOM,MRK,LLY,MCD,T,NKE,DHR,LOW,LIN,TXN,NEE,AMD,UNP,PM,INTU,UPS,HON,MS,MDT,BMY,AMAT,ORCL,SCHW,CVS,RTX,C,GS,AMGN,BLK,BA,CAT,IBM,SBUX,AMT,PLD,GE,ISRG,COP,TGT,AXP,DE,MU,SPGI,MMM,NOW,BKNG,F,ADP,ZTS,LRCX,PNC,MDLZ,MO,ADI,GILD,LMT,SYK,GM,TFC,TJX
2/14/2022 0:00,432.011322,167.8631439,292.2614746,155.1670074,291.9200134,135.526001,135.3000031,217.6999969,242.4432983,314.2799988,147.6198883,161.3604736,468.4013062,342.932312,152.8100433,223.5742035,46.34098816,371.8651733,48.15816116,76.80856323,150.8500061,51.45427322,560.5518799,474.0100098,131.9180756,162.3561859,559.9525757,58.93634796,137.7562561,46.0471344,396.5700073,120.6334381,321.2607422,503.0802307,206.3999939,45.55712891,56.41664124,50.32271576,114.1200027,131.8769836,161.6394958,74.08838654,232.492157,247.8392639,17.11558533,140.0849152,270.4714966,221.4177856,289.0534973,157.9232483,73.35525513,114.2699966,237.1466064,103.6263351,525.3916016,207.1349945,182.9065399,98.97553253,99.24455261,64.85227966,130.6485901,77.60080719,86.68479919,100.570549,91.42835236,63.76593018,350.980072,219.2672424,739.2540894,210.0399933,195.3153687,123.9711304,91.48137665,228.2980499,141.7078094,75.08649445,281.1400146,87.60987854,204.2481842,189.7061768,382.5360413,89.1705246,378.0210266,151.5827637,579.5800171,2545.659912,15.98777103,198.2071075,194.8546143,550.40625,197.2631073,64.59257507,46.29019165,151.1187897,58.44317245,377.0686646,247.3240204,48.18259811,60.35227203,66.789505
2/15/2022 0:00,438.9783325,171.7495728,297.6806641,156.510498,307.4766541,136.6085052,136.4255066,221,264.7024841,316.2000122,149.778656,163.0267029,472.1829224,344.5905762,152.888031,226.0347748,46.70256805,379.1999207,48.14849472,75.84577942,154.7200012,52.50889969,583.9881592,479.5,130.9524536,161.6354523,555.4425659,59.15974045,139.4517212,46.67858124,407.4599915,121.8124619,324.4917603,510.3896484,214.25,46.38056564,56.93350983,50.40773773,115.4599991,132.2904816,169.3431244,75.38665009,241.5564575,248.250061,17.32196808,144.0325165,268.0506897,223.5246735,297.3161621,161.5197144,73.52171326,121.4700012,243.7658081,104.0342407,524.1304321,210.3002319,185.6889801,99.80538177,100.7966232,65.78414154,138.5552521,78.40679169,88.56195831,100.5412521,91.88759613,64.28404236,354.585022,218.9446106,759.5558472,217.7299957,198.7548218,123.7711182,92.32144928,227.4210815,141.9808044,78.44439697,289.3099976,85.82035065,203.7662506,195.2587891,388.6011353,95.26341248,382.6480713,150.9400024,591.6599731,2635.159912,16.5554924,200.2090302,196.1739349,585.4765015,199.7895203,64.32889557,46.50274277,159.0290222,58.65357208,372.4401855,255.4908295,49.44689178,62.07662964,67.6736145
2/16/2022 0:00,439.4703369,171.5110321,297.3331909,158.1004944,307.7966614,137.7380066,137.4875031,216.5399933,264.8623047,315.6499939,150.0497131,162.9292755,473.9798584,341.4983521,154.0482025,227.0269165,46.59506989,380.5813599,48.04211807,76.19587708,156.3500061,52.48954773,578.6014404,477.7000122,130.9914856,161.9666138,549.1364746,59.15002823,140.5210419,46.71744156,398.0799866,121.5177078,328.7374268,508.880127,211.7400055,46.17949295,56.69945526,50.44552612,110.5400009,131.4634857,168.9515991,74.81502533,243.2801666,247.5458374,17.03730202,144.9328308,266.6759644,222.4565125,299.2168274,163.5317688,73.65879059,117.6900024,248.1557617,105.8366089,524.4979248,208.4127045,185.2285004,97.60529327,100.0593872,65.61912537,139.664978,77.8367157,88.25569153,101.4883804,92.58133698,64.23606873,350.7949524,217.6931763,761.7240601,218.9299927,198.9795227,123.0471802,92.97593689,226.3881836,140.7718048,78.82527161,291.1400146,86.32753754,204.385849,195.6532898,385.7957764,95.32295227,383.8197632,149.2995605,590.8900146,2703.26001,16.49139404,200.4249115,193.5253601,583.1594849,201.1395111,64.17263794,46.77074432,165.2119598,59.19869614,377.0004578,256.3499756,50.20347595,61.99040985,65.91521454
2/17/2022 0:00,430.0826416,167.8631439,288.6266785,154.6524963,292.1166687,132.5390015,132.3085022,207.7100067,244.8410645,313.5499878,146.5937347,161.935379,464.3926697,339.401123,155.8128204,222.8498993,45.02170944,371.40802,47.28783798,76.07919312,152.9499969,53.96022415,560.9588013,457.7099915,130.3184814,162.4048767,539.3480225,60.33496857,139.6540222,45.43511581,386.6700134,118.4719086,318.0888367,511.472168,200.0299988,45.54755783,54.75876617,50.61556625,105.1999969,136.7306976,163.2742004,73.98181152,238.7133331,245.4331512,16.90920258,141.2820587,268.249939,219.3011169,294.4305725,160.0422363,73.80565643,112.3700027,245.3986053,106.1496506,492.7489014,203.9600525,180.8491058,92.78050995,98.65283203,65.4152832,135.2162323,74.23925781,84.98548126,99.88704681,92.20025635,62.08687592,340.0874634,216.7350006,741.3835449,213.5800018,190.2832336,119.037056,90.89526367,222.8217926,139.6993103,76.53225708,284.0799866,87.23664856,200.6386566,193.0200043,375.8881226,93.01084137,378.7954712,143.97229,565.75,2623.949951,16.06102562,196.7155304,191.5215759,572.4520874,194.1098938,64.51445007,47.47309113,157.4489441,58.6153183,378.8225708,248.4399109,48.60070801,59.92118073,64.01929474
2/18/2022 0:00,427.2978516,166.2926483,285.8468933,152.6015015,285.6600037,130.4029999,130.4674988,206.1600037,236.1991272,314.7999878,147.2810516,160.1996155,461.8946228,338.3573914,155.8908081,220.9449615,44.91421127,367.6809692,46.93003464,75.23310852,151.3600006,55.35349655,561.9179688,442.5599976,130.1331482,163.3398743,535.9556885,60.74290466,138.7485046,45.30882645,391.2900085,114.7481613,316.3846436,509.1482544,196.8399963,43.12512207,54.25164795,50.85173416,103.6500015,135.8544617,164.0964355,73.99150085,238.0595093,245.1103821,16.98748398,141.4304504,265.9188232,218.2231598,298.2615356,162.0737457,72.60134888,113.8300018,245.5941467,105.8745499,477.8724976,204.1258087,178.4389343,92.07608795,97.56639099,65.57059479,132.1249084,73.29566193,84.58042145,99.72106171,91.23291779,61.53998184,337.1451416,215.8453217,735.0828857,209.0299988,187.5570679,118.4464951,91.17854309,222.5976715,138.9875488,72.04727936,280.7799988,85.77249908,201.0222321,192.201416,364.5975342,90.10330963,375.9954224,142.984314,556.0100098,2616.409912,16.51886749,196.705719,189.785614,561.9812622,193.9845276,64.45584106,47.81502533,157.3802338,58.38578796,376.5716858,245.0428467,48.38169479,59.70085144,64.98199463
2/22/2022 0:00,422.7122192,163.3305969,285.6384583,150.1974945,273.8433228,129.8135071,129.4024963,202.0800018,233.6814728,314.1600037,147.0196838,158.0225677,456.6616821,308.4108276,153.9701843,219.5857086,44.52331543,366.0311279,45.96299744,74.35784912,148.0899963,54.47302628,559.4668579,438.3999939,129.1382751,163.9631958,528.7215576,60.49036789,140.2223969,45.60025787,377.3800049,115.455574,316.3156738,498.7303467,195.1300049,42.7899971,53.91031647,50.91786194,103.1699982,134.3382874,162.3834076,73.58457947,236.8905487,247.1643829,16.90208435,136.7210693,265.1716309,210.2856445,289.1322937,162.0251465,72.23907471,115.6500015,240.7837524,103.0097351,479.9083252,203.745575,178.8602295,91.42956543,100.6123199,65.47351837,129.29599,72.85336304,83.55292511,99.5160141,91.39904022,61.30010986,335.4206238,216.4710388,724.8347778,198.7400055,186.8340149,118.0369034,90.95386505,222.5294495,138.812027,73.18212128,284,84.04997253,193.1147156,189.7949524,349.4644165,89.87507629,377.56427,142.1416321,550.1500244,2518.219971,15.83210659,196.1659851,188.5753784,551.8555908,195.8263092,64.91485596,47.38991547,157.8905792,58.31884384,376.3183289,247.0870209,46.55991745,59.56673431,64.09788513
2/23/2022 0:00,415.2138672,159.1062012,278.2423401,144.8269958,254.6799927,127.5879974,127.5849991,198.4499969,223.6608429,309.9899902,143.9412537,158.1010132,453.808197,300.880249,152.0495911,214.2577667,43.76106262,359.0144653,45.32475662,74.65931702,145.8699951,52.67337799,547.5791626,429.4500122,132.2106781,162.3464508,527.4144897,59.82019806,141.3783875,43.84191895,367.4599915,115.2001266,308.484375,491.8578491,190.5399933,42.75170135,52.61327362,50.4549675,100.7200012,132.9599457,158.2036591,73.47801208,236.0782471,242.3619385,16.73128319,135.3755188,261.3959961,210.7756195,286.6702576,161.0045319,70.80957031,109.7600021,239.3660431,103.0097351,463.7706909,199.3678131,175.3332062,90.2716217,99.94298553,65.93946075,126.9137421,71.23155212,81.55722809,99.82846832,90.12879181,60.65727997,332.4197998,216.0701904,712.2045288,196.4199982,182.3979187,116.2747269,87.5739975,221.6329803,137.2422638,72.01618958,276.5,84.43276215,186.7709503,186.3529053,333.4027405,86.64009094,370.7328491,139.8460693,524.7000122,2469.830078,15.52077579,192.6234131,185.5597534,534.769104,191.9016724,64.72929382,48.00909042,153.5821533,58.67269516,378.9492798,250.4544525,46.17166901,58.05314255,61.3964386
2/24/2022 0:00,421.4624634,161.7601013,292.4587097,151.3580017,266.9233398,132.6909943,132.6734924,207.6000061,237.2581482,308.2799988,139.9334717,155.0805969,450.1253662,305.5526733,147.954895,215.5971832,42.60791016,367.114502,44.44476318,73.71600342,149.3999939,52.95397186,561.9276123,463.8200073,131.5279236,159.5220032,538.9789429,58.7712326,139.9430389,44.69680405,390.0299988,116.6444244,311.4494629,502.1069641,204.2899933,44.73369598,51.40399933,49.68033981,105.0199966,132.4480133,164.429245,71.22057343,240.8035583,239.6623993,16.53201675,135.7119141,270.531311,209.1293182,280.9189148,164.8439941,73.86440277,116.6100006,236.6968536,97.50779724,493.6923523,202.0100708,179.6283417,88.59260559,100.2340012,65.13378143,132.4326019,73.53156281,81.28057861,98.3931427,92.60479736,58.21063614,331.4454651,214.3787689,711.5239258,198.4299927,180.4632263,116.1794815,88.90249634,225.8230286,139.7480621,71.93068695,288.3800049,83.95428467,188.3937836,185.7611542,338.5788879,88.14842987,378.9841309,139.1874237,573.9500122,2295,15.70390987,196.480011,189.4185791,554.9711914,188.6231384,63.13744354,45.80963898,157.5861511,57.96498871,385.585022,254.483551,46.14180374,56.72155762,63.54777145
2/25/2022 0:00,430.7615967,163.8574066,295.1590881,153.7884979,269.956665,134.4595032,134.5195007,210.4799957,241.3443298,319.2399902,143.2442322,162.7885437,469.7342224,308.8790588,154.2724304,217.5517426,43.99559784,366.8262329,46.14673615,75.6999054,149.5299988,54.22146225,569.6879883,465.5400085,136.9217072,163.9924164,548.6176147,61.04399109,144.056427,45.72655106,390.7999878,120.2699203,317.6947937,513.9351807,208.0899963,45.68160629,52.76931,51.12568283,110.9400024,134.2693787,167.3168793,73.9430542,248.5008087,243.9855652,17.01594925,137.3246002,278.1921387,214.7835693,292.9730835,166.0395966,75.54847717,121.0599976,242.1006775,99.83189392,483.8111572,204.7010498,185.7558441,91.2365799,102.6687927,66.78396606,134.7155762,75.04524231,84.71873474,101.8398895,96.40724182,59.46753693,341.1202393,221.965683,730.0755005,201.4799957,182.7789764,118.2845688,90.43614197,227.6841888,144.740097,74.90771484,293.5100098,87.34191132,195.9374084,191.0474854,342.7473755,89.40867615,378.1997681,145.7835541,580.2299805,2281.459961,16.32657242,200.5426788,193.1484375,565.1461792,195.430954,65.19808197,47.57474518,159.8840179,58.45273209,399.0124512,262.4725647,47.21695328,60.32353592,65.60086823
2/28/2022 0:00,429.6595154,164.1257782,296.6283569,153.5630035,290.1433411,135.0570068,134.8910065,211.0299988,243.6221924,321.4500122,137.2713013,161.3862,469.8527222,308.0791626,151.9813538,214.4264374,43.19425583,358.6070251,45.39244843,76.26396179,148.4600067,53.96022415,569.1358032,467.6799927,140.4525146,159.4733124,542.8005371,60.45152664,142.3513794,45.42539597,394.519989,118.5112,311.3016663,515.6830444,210.5299988,45.6720314,52.04763794,50.70058441,111.9300003,133.0682526,168.3544922,74.19495392,247.6092224,240.7398987,16.85938454,135.0985107,273.3704834,216.625885,288.7875671,165.2328033,77.05973816,123.3399963,241.6487274,95.87619019,471.0897217,205.159317,186.9281616,87.56009674,101.8442612,66.65777588,133.2068329,74.67173767,83.44425201,101.2052155,100.9072952,56.82901382,332.5172119,221.4279327,723.2889404,205.3399963,183.2870789,116.6938553,89.66443634,221.0678101,142.2050934,74.23924255,290.3299866,90.77740479,196.4783478,191.8660736,355.6282959,88.17819214,373.0463867,143.9819794,579.9199829,2172.25,16.07933998,200.6211853,192.0969238,553.4626465,192.1331024,63.94802094,47.39916229,158.0792542,57.76415634,425.6106567,260.0630493,46.51014328,59.60505676,64.93287659
